0,6109993
0,03786349
0,04676723
0,008889198
0,008798122
0,008789539
0,009446621
0,009111166
0,009288788
0,02005291
0,01036358
0,01266909
0,008336544
0,009914398
0,009450197
0,0203464
0,008006334
0,009612322
0,01027203
0,009921074
0,0085814
0,008889914
0,01996613
0,008565187
0,009055376
0,009394884
0,01170039
0,0081954
0,02060461
0,007809639
0,008993626
0,009058475
0,00859642
0,009499073
0,01054382
0,02174234
0,00800848
0,00944519
0,009532452
0,008654594
0,008200645
0,008063316
0,01091909
0,007898808
0,007768631
0,008524895
0,008165359
0,008253098
0,009200096
0,008816719
0,01775074
0,00807333
0,008369446
0,007964611
0,009004593
0,01065588
0,007923126
0,008236408
0,01963329
0,007928371
0,008223534
0,008265972
0,008367538
0,00820303
0,009545326
0,007766724
0,007958412
0,01922655
0,008094788
0,008250713
0,009110928
0,008292198
0,008120537
0,008388519
0,00816679
0,008269787
0,01854658
0,008837223
0,009984016
0,008939743
0,00878191
0,00825882
0,007863998
0,008377552
0,01094151
0,01915979
0,009924889
0,008665085
0,008575916
0,008098125
0,008646965
0,00908947
0,008738041
0,008386135
0,01975536
0,007921219
0,008165359
0,009666443
0,008294582
0,007840157
0,007881165
0,008585453
0,008431435
0,02089596
0,009094238
0,008030891
0,007633686
0,008437157
0,008130074
0,01014471
0,008640766
0,007939339
0,02073908
0,007994175
0,008942127
0,008300781
0,008346558
0,008368969
0,009279251
0,008331776
0,008468628
0,01969481
0,00841856
0,00797081
0,01081753
0,008536816
0,008591175
0,008559704
0,008378983
0,008407593
0,01885796
0,00878191
0,008938313
0,01139641
0,008241653
0,008499146
0,008531094
0,008221149
0,007871151
0,01924515
0,00924778
0,007736683
0,007913113
0,008233547
0,008282185
0,008305073
0,008248806
0,008294106
0,02062798
0,007835388
0,008123398
0,008203506
0,008193016
0,008658886
0,008925915
0,008251667
0,008334637
0,02099609
0,008530617
0,009074688
0,008547783
0,008304596
0,007915497
0,008562088
0,008154869
0,01017284
0,01839161
0,00878191
0,008568287
0,007658005
0,007941723
0,008608818
0,008325577
0,008384228
0,008121967
0,01869774
0,008281708
0,007610798
0,008330822
0,01062298
0,00801754
0,007585049
0,008305073
0,008317471
0,01969433
0,008285046
0,007962227
0,007851124
0,008392334
0,008788586
0,007945538
0,008116245
0,008239746
0,01877546
0,007667542
0,008905411
0,01169825
0,008036137
0,01001501
0,009139061
0,008153915
0,008090973
0,02161932
0,008079052
0,007659435
0,008707047
0,009065151
0,01077986
0,009568691
0,00838089
0,008583069
0,01977015
0,007829666
0,009153366
0,00929451
0,008584023
0,01026917
0,008180618
0,008239746
0,00800848
0,01972675
0,009613514
0,008127213
0,009576321
0,007614613
0,008186817
0,008229256
0,008266449
0,00814867
0,01856804
0,009300709
0,009003162
0,008631706
0,009215832
0,008047581
0,008129597
0,007678032
0,008765221
0,02001238
0,008080959
0,01036072
0,007756233
0,008040428
0,008916855
0,008016586
0,008569241
0,008599758
0,02072239
0,007749081
0,01019144
0,008471012
0,008042336
0,008326054
0,008407116
0,007678509
0,008022785
0,01972342
0,01083326
0,00861454
0,008265018
0,007729053
0,008371353
0,009167671
0,008282185
0,01089144
0,02065325
0,008315086
0,009480476
0,007640362
0,00925684
0,01088858
0,008301735
0,009950638
0,008182526
0,01922607
0,01045275
0,008838654
0,007810116
0,008210182
0,008721352
0,01034737
0,008285046
0,008255482
0,01931667
0,007853508
0,008154869
0,009490967
0,008654594
0,007743835
0,008375168
0,009009361
0,009189606
0,01939583
0,008638382
0,008122444
0,008276939
0,008942604
0,008145332
0,008405685
0,008055687
0,008071899
0,01014709
0,02145576
0,00839138
0,008461952
0,00844574
0,007992744
0,008274078
0,007815361
0,00820446
0,008291245
0,01851845
0,008518219
0,008621216
0,01023579
0,00784874
0,007882118
0,0082407
0,008131981
0,008072853
0,0222168
0,008302689
0,007584572
0,00890255
0,008883476
0,01022148
0,008915901
0,008608818
0,008316994
0,01967716
0,008799553
0,00825119
0,008588791
0,008300781
0,01014328
0,008428574
0,00957489
0,007840157
0,02030659
0,00806427
0,008407593
0,01052284
0,009204865
0,00826931
0,008431435
0,008576393
0,01111889
0,0203886
0,007586479
0,008386612
0,008374214
0,008558273
0,00876236
0,008130074
0,008119583
0,008329391
0,01843548
0,008267403
0,008701324
0,008229256
0,008876801
0,008177757
0,008448601
0,01156807
0,007821083
0,02282619
0,008486748
0,009444237
0,008369446
0,009238243
0,00771904
0,008371353
0,008350372
0,008487701
0,02094173
0,008594513
0,008030891
0,008933067
0,0078125
0,009719849
0,01059628
0,007621765
0,007825851
0,02273178
0,008011818
0,008529663
0,008355141
0,008169174
0,008300781
0,008268356
0,008071899
0,01007843
0,02118301
0,01018238
0,0082798
0,007618904
0,008298874
0,009020805
0,008670807
0,008342743
0,008667946
0,02233028
0,0110569
0,007697105
0,00777626
0,008237839
0,008508682
0,008641243
0,009073257
0,009298325
0,02127552
0,007785797
0,008290291
0,009109497
0,008358955
0,008441925
0,008948326
0,007725716
0,008219719
0,01926231
0,008601189
0,008198738
0,009456635
0,008558273
0,008388519
0,007849693
0,007951736
0,009913445
0,02030087
0,007583618
0,007716179
0,008413315
0,009790421
0,008043289
0,01053619
0,008468628
0,008049965
0,01954556
0,009058952
0,008248329
0,008087158
0,009865761
0,008372307
0,008359909
0,009842873
0,008688927
0,02053833
0,008011818
0,009096146
0,009376526
0,007834435
0,007610321
0,008189201
0,008242607
0,007946014
0,01965523
0,01034737
0,008291245
0,009673119
0,008298874
0,009167671
0,008398056
0,008190155
0,00836277
0,01985168
0,008225441
0,007954597
0,009037971
0,007740974
0,008992195
0,008263588
0,008854866
0,008730888
0,01861763
0,008815765
0,008317947
0,008131981
0,008331299
0,008216858
0,008183479
0,00828743
0,00815773
0,02084923
0,0082798
0,009239197
0,009579659
0,01144123
0,01180267
0,008125305
0,007961273
0,009902
0,01942539
0,01073933
0,008393288
0,007843971
0,008308411
0,008103371
0,008143425
0,008985519
0,00821209
0,0217104
0,008218765
0,007878304
0,007854462
0,008396149
0,008311272
0,008684158
0,01075268
0,007619858
0,01859665
0,00906086
0,01035404
0,008953094
0,00783062
0,007708549
0,009140015
0,008348465
0,009128571
0,02033138
0,00830555
0,00805378
0,007824898
0,007824898
0,00814724
0,01021671
0,008341789
0,008079529
0,02194309
0,008892059
0,008816719
0,007603645
0,009120941
0,00884819
0,009266853
0,009466171
0,008908272
0,01860046
0,01082611
0,008714676
0,009504318
0,007717133
0,009550095
0,008584023
0,008223534
0,01019287
0,01932716
0,008428574
0,007732391
0,009190559
0,009863853
0,009279251
0,008371353
0,009627342
0,008791924
0,01908398
0,008595467
0,008299828
0,008191109
0,009827614
0,008534431
0,007790565
0,008085251
0,008737564
0,01888943
0,009932518
0,009522438
0,008423805
0,008234978
0,008148193
0,007702827
0,008730888
0,008266449
0,01963615
0,00798893
0,008379936
0,008468628
0,00806427
0,007616997
0,008343697
0,009489059
0,00819397
0,008112907
0,01865864
0,007751465
0,008981705
0,009607315
0,008203506
0,009850502
0,008385658
0,008468628
0,008038521
0,0191412
0,008523941
0,008131981
0,008886337
0,00820446
0,009013176
0,008263588
0,008519173
0,00812149
0,02143383
0,01053333
0,008115768
0,007929802
0,00883007
0,008249283
0,009764671
0,008490562
0,009396553
0,01894188
0,007973671
0,007925987
0,008432388
0,008600235
0,009353638
0,007931709
0,008591652
0,008042336
0,01968765
0,008543015
0,007734299
0,01062679
0,008624077
0,01057339
0,008364677
0,008020401
0,008815765
0,02139664
0,009310722
0,008529663
0,00832653
0,008678436
0,00776577
0,008010864
0,00867939
0,009108543
0,02034092
0,008026123
0,008081436
0,00835228
0,008314133
0,007646561
0,008483887
0,008369446
0,009013176
0,02037048
0,008827209
0,007740974
0,008515358
0,007622719
0,007824898
0,008773804
0,008612633
0,008031845
0,02096462
0,007723808
0,01006222
0,008151054
0,008083344
0,008231163
0,007777214
0,008534431
0,009271622
0,008399963
0,01968765
0,008378983
0,008152008
0,00818634
0,008014679
0,008145332
0,008227348
0,008808136
0,00904274
0,02108955
0,009654045
0,009587288
0,007720947
0,007925034
0,009150505
0,008152008
0,008975029
0,008813858
0,02182102
0,0101881
0,008359909
0,008174896
0,00843811
0,01108646
0,009688377
0,008589745
0,007637978
0,01924324
0,007977486
0,00850296
0,008315086
0,007772446
0,008145332
0,01033306
0,007983208
0,007641792
0,0194788
0,008207321
0,01088428
0,009181976
0,01035213
0,008348465
0,007680893
0,008309364
0,008284569
0,01937199
0,008749008
0,007935524
0,008032799
0,007632256
0,007961273
0,008473396
0,00856781
0,0089674
0,008359909
0,008319855
0,007892609
0,007845879
0,008497238
0,008259773
0,008107185
0,007675171
0,007863998
0,00841713
0,01923752
0,007802963
0,008519173
0,009460449
0,008432388
