0;0;50;13;8,099;349,227;
0;1;50;13;29,444;261,518;
0;2;50;13;41,336;231,679;
0;3;50;11;41,469;307,773;
0;4;50;13;54,489;252,383;
0;5;50;14;21,542;245,044;
0;6;50;12;47,268;245,060;
0;7;50;8;34,168;243,363;
0;8;50;10;52,461;388,345;
0;9;50;13;36,968;317,650;
0;10;50;11;52,345;295,791;
0;11;50;14;53,163;354,295;
0;12;50;12;20,515;342,152;
0;13;50;7;12,880;308,582;
0;14;50;10;12,514;211,581;
0;15;50;13;16,644;316,686;
0;16;50;13;13,111;327,882;
0;17;50;9;39,677;312,170;
0;18;50;11;48,136;384,511;
0;19;50;11;5,177;290,729;
0;20;50;12;13,143;397,499;
0;21;50;14;9,730;384,978;
0;22;50;14;39,018;387,413;
0;23;50;10;5,324;276,558;
0;24;50;14;19,224;391,734;
0;25;50;10;7,467;394,019;
0;26;50;10;19,507;326,222;
0;27;50;11;18,443;302,045;
0;28;50;12;29,106;240,678;
0;29;50;13;51,395;335,305;
0;30;50;10;14,822;308,585;
0;31;50;7;7,278;276,370;
0;32;50;13;33,539;287,305;
0;33;50;7;5,824;271,341;
0;34;50;6;51,979;309,514;
0;35;50;9;11,033;213,911;
0;36;50;10;6,683;286,702;
0;37;50;14;54,174;267,121;
0;38;50;13;51,404;283,093;
0;39;50;11;49,009;391,865;
0;40;50;7;5,706;268,418;
0;41;50;12;26,859;381,207;
0;42;50;13;38,577;349,173;
0;43;50;11;24,547;359,989;
0;44;50;12;20,903;288,862;
0;45;50;13;50,702;223,356;
0;46;50;10;36,689;241,154;
0;47;50;13;44,627;217,306;
0;48;50;11;44,399;374,228;
0;49;50;7;51,927;310,561;
0;50;50;13;577,669;371,526;
0;51;50;12;562,979;378,035;
0;52;50;12;577,274;243,019;
0;53;50;11;579,943;261,803;
0;54;50;8;566,200;384,216;
0;55;50;12;559,884;228,542;
0;56;50;13;558,507;295,508;
0;57;50;11;556,371;248,116;
0;58;50;8;569,668;243,790;
0;59;50;14;592,839;204,258;
0;60;50;14;551,529;301,093;
0;61;50;11;593,794;240,150;
0;62;50;14;546,985;249,635;
0;63;50;11;562,211;353,973;
0;64;50;13;554,686;315,834;
0;65;50;12;566,460;240,876;
0;66;50;12;560,935;272,901;
0;67;50;12;545,336;342,207;
0;68;50;14;580,471;381,048;
0;69;50;13;552,954;203,325;
0;70;50;13;561,085;389,740;
0;71;50;14;573,722;252,875;
0;72;50;12;584,082;360,840;
0;73;50;11;571,177;391,838;
0;74;50;9;552,260;216,876;
0;75;50;12;561,120;333,816;
0;76;50;11;554,755;281,384;
0;77;50;12;578,733;311,591;
0;78;50;13;566,464;248,954;
0;79;50;7;563,829;383,209;
0;80;50;13;572,810;204,671;
0;81;50;11;567,025;394,285;
0;82;50;12;573,148;314,893;
0;83;50;10;559,681;328,005;
0;84;50;11;571,807;235,700;
0;85;50;14;589,001;255,830;
0;86;50;13;589,146;212,715;
0;87;50;7;551,102;216,737;
0;88;50;12;574,615;217,400;
0;89;50;14;582,477;235,118;
0;90;50;11;594,038;392,342;
0;91;50;14;585,199;325,703;
0;92;50;12;556,774;342,024;
0;93;50;14;573,742;379,271;
0;94;50;11;545,681;371,717;
0;95;50;10;556,072;285,375;
0;96;50;12;569,904;221,443;
0;97;50;13;571,337;335,576;
0;98;50;13;593,125;376,671;
0;99;50;13;584,421;273,500;
0;100;50;13;358,558;38,771;
0;101;50;11;336,141;28,171;
0;102;50;10;229,054;26,570;
0;103;50;14;234,299;54,908;
0;104;50;11;281,098;38,079;
0;105;50;10;338,066;22,243;
0;106;50;7;350,734;12,583;
0;107;50;13;361,106;28,613;
0;108;50;13;200,383;49,560;
0;109;50;13;265,678;42,641;
0;110;50;12;209,118;26,694;
0;111;50;12;355,007;53,139;
0;112;50;10;337,508;12,004;
0;113;50;11;225,170;28,577;
0;114;50;12;304,553;49,846;
0;115;50;12;246,696;5,964;
0;116;50;10;297,869;16,477;
0;117;50;13;284,310;42,909;
0;118;50;8;391,951;49,202;
0;119;50;9;300,112;20,190;
0;120;50;13;320,429;15,662;
0;121;50;11;378,729;32,962;
0;122;50;12;209,091;13,967;
0;123;50;11;380,325;48,268;
0;124;50;12;238,546;38,303;
0;125;50;7;393,336;48,476;
0;126;50;12;306,561;21,921;
0;127;50;11;373,899;40,390;
0;128;50;12;241,262;44,083;
0;129;50;8;249,875;39,751;
0;130;50;12;287,628;28,664;
0;131;50;8;380,135;27,209;
0;132;50;13;345,688;47,486;
0;133;50;12;320,861;50,906;
0;134;50;11;353,161;12,583;
0;135;50;10;296,187;26,362;
0;136;50;14;399,181;28,213;
0;137;50;13;218,121;11,260;
0;138;50;7;379,523;24,528;
0;139;50;10;375,171;25,068;
0;140;50;13;260,815;10,144;
0;141;50;8;251,560;41,545;
0;142;50;12;286,585;12,184;
0;143;50;9;291,133;24,904;
0;144;50;12;210,720;20,629;
0;145;50;13;350,849;39,333;
0;146;50;14;248,366;28,881;
0;147;50;12;249,830;51,497;
0;148;50;13;396,452;39,577;
0;149;50;12;370,905;50,938;
0;150;50;13;219,849;576,733;
0;151;50;11;328,562;554,721;
0;152;50;12;227,032;579,588;
0;153;50;11;205,062;580,283;
0;154;50;13;386,358;569,512;
0;155;50;13;322,597;570,843;
0;156;50;9;301,071;549,280;
0;157;50;9;319,896;588,705;
0;158;50;7;368,395;574,035;
0;159;50;8;299,482;555,513;
0;160;50;8;358,438;558,186;
0;161;50;13;354,718;584,795;
0;162;50;11;381,765;553,862;
0;163;50;11;377,967;570,145;
0;164;50;11;317,498;592,873;
0;165;50;11;328,647;548,847;
0;166;50;12;254,741;580,981;
0;167;50;10;228,391;548,194;
0;168;50;9;292,588;559,896;
0;169;50;12;281,067;557,177;
0;170;50;8;226,912;552,924;
0;171;50;13;290,827;571,485;
0;172;50;13;317,637;576,509;
0;173;50;13;311,456;587,266;
0;174;50;8;295,081;555,957;
0;175;50;12;339,805;554,658;
0;176;50;11;364,122;550,372;
0;177;50;7;367,764;575,936;
0;178;50;12;371,449;566,232;
0;179;50;13;397,630;572,650;
0;180;50;10;304,102;555,126;
0;181;50;12;271,254;555,943;
0;182;50;9;332,155;557,978;
0;183;50;11;302,612;545,167;
0;184;50;9;362,440;563,437;
0;185;50;11;321,716;585,122;
0;186;50;13;270,121;574,882;
0;187;50;11;278,191;593,681;
0;188;50;10;206,636;577,439;
0;189;50;11;229,184;584,002;
0;190;50;12;283,385;583,861;
0;191;50;13;211,200;559,495;
0;192;50;12;248,673;578,863;
0;193;50;7;361,298;561,371;
0;194;50;12;243,159;584,023;
0;195;50;11;259,778;593,572;
0;196;50;11;292,200;546,111;
0;197;50;11;337,599;593,490;
0;198;50;10;226,480;556,597;
0;199;50;9;340,013;591,173;
1;0;50;13;8,358;349,214;
1;1;50;11;29,698;261,573;
1;2;50;11;41,593;231,719;
1;3;50;11;41,728;307,785;
1;4;50;13;54,732;252,475;
1;5;50;11;21,793;245,111;
1;6;50;14;47,525;245,100;
1;7;50;17;34,308;243,582;
1;8;50;11;52,718;388,386;
1;9;50;10;37,224;317,696;
1;10;50;15;52,605;295,784;
1;11;50;11;53,420;354,334;
1;12;50;14;20,767;342,213;
1;13;50;24;12,626;308,635;
1;14;50;11;12,769;211,530;
1;15;50;12;16,901;316,730;
1;16;50;10;13,371;327,882;
1;17;50;16;39,926;312,246;
1;18;50;11;48,389;384,452;
1;19;50;11;5,415;290,835;
1;20;50;12;13,403;397,496;
1;21;50;12;9,990;384,991;
1;22;50;13;39,278;387,421;
1;23;50;4;5,455;276,783;
1;24;50;11;19,482;391,705;
1;25;50;16;7,726;394,033;
1;26;50;16;19,764;326,265;
1;27;50;14;18,702;302,074;
1;28;50;11;29,364;240,643;
1;29;50;13;51,650;335,354;
1;30;50;4;15,074;308,650;
1;31;50;15;7,535;276,407;
1;32;50;12;33,788;287,382;
1;33;50;12;6,084;271,337;
1;34;50;22;52,223;309,422;
1;35;50;12;11,223;214,089;
1;36;50;12;6,943;286,685;
1;37;50;13;54,433;267,133;
1;38;50;13;51,646;283,187;
1;39;50;13;49,259;391,937;
1;40;50;14;5,915;268,263;
1;41;50;13;27,117;381,175;
1;42;50;12;38,837;349,160;
1;43;50;16;24,804;359,948;
1;44;50;13;21,159;288,903;
1;45;50;12;50,962;223,363;
1;46;50;10;36,948;241,145;
1;47;50;12;44,887;217,321;
1;48;50;15;44,658;374,210;
1;49;50;9;52,055;310,788;
1;50;50;13;577,415;371,469;
1;51;50;8;562,720;378,010;
1;52;50;12;577,023;243,086;
1;53;50;14;579,683;261,806;
1;54;50;11;566,175;384,215;
1;55;50;13;559,632;228,605;
1;56;50;11;558,247;295,504;
1;57;50;13;556,117;248,171;
1;58;50;16;569,510;243,996;
1;59;50;11;592,596;204,350;
1;60;50;12;551,269;301,089;
1;61;50;15;593,537;240,184;
1;62;50;12;546,725;249,636;
1;63;50;13;561,963;353,895;
1;64;50;11;554,428;315,806;
1;65;50;9;566,201;240,894;
1;66;50;13;560,677;272,930;
1;67;50;14;545,079;342,247;
1;68;50;12;580,211;381,053;
1;69;50;13;552,698;203,373;
1;70;50;10;560,828;389,701;
1;71;50;12;573,473;252,951;
1;72;50;14;583,822;360,845;
1;73;50;12;570,946;391,718;
1;74;50;4;552,315;217,130;
1;75;50;12;560,861;333,834;
1;76;50;12;554,502;281,324;
1;77;50;12;578,480;311,532;
1;78;50;10;566,209;249,004;
1;79;50;15;563,593;383,318;
1;80;50;13;572,563;204,752;
1;81;50;12;566,773;394,349;
1;82;50;12;572,894;314,950;
1;83;50;14;559,421;328,002;
1;84;50;13;571,557;235,771;
1;85;50;11;588,742;255,814;
1;86;50;12;588,909;212,820;
1;87;50;22;550,842;216,735;
1;88;50;12;574,355;217,405;
1;89;50;11;582,225;235,181;
1;90;50;14;593,784;392,287;
1;91;50;11;584,942;325,661;
1;92;50;14;556,515;342,009;
1;93;50;13;573,483;379,246;
1;94;50;14;545,423;371,683;
1;95;50;12;555,841;285,494;
1;96;50;13;569,645;221,473;
1;97;50;13;571,085;335,514;
1;98;50;12;592,866;376,701;
1;99;50;11;584,162;273,511;
1;100;50;13;358,532;39,030;
1;101;50;15;336,199;28,424;
1;102;50;12;229,235;26,756;
1;103;50;12;234,398;55,148;
1;104;50;13;281,061;38,336;
1;105;50;15;338,177;22,478;
1;106;50;24;350,530;12,744;
1;107;50;12;361,098;28,873;
1;108;50;11;200,480;49,801;
1;109;50;14;265,660;42,900;
1;110;50;12;209,185;26,946;
1;111;50;14;355,009;53,399;
1;112;50;17;337,579;12,254;
1;113;50;12;225,104;28,829;
1;114;50;13;304,608;50,100;
1;115;50;14;246,822;6,191;
1;116;50;12;297,750;16,708;
1;117;50;12;284,314;43,169;
1;118;50;9;391,922;49,460;
1;119;50;13;300,060;20,445;
1;120;50;10;320,489;15,915;
1;121;50;12;378,780;33,217;
1;122;50;13;209,192;14,207;
1;123;50;14;380,329;48,528;
1;124;50;12;238,649;38,542;
1;125;50;19;393,561;48,606;
1;126;50;13;306,617;22,175;
1;127;50;15;373,796;40,629;
1;128;50;13;241,335;44,332;
1;129;50;12;249,648;39,877;
1;130;50;11;287,601;28,922;
1;131;50;10;380,253;27,441;
1;132;50;11;345,643;47,742;
1;133;50;12;320,921;51,160;
1;134;50;4;353,256;12,825;
1;135;50;13;296,260;26,612;
1;136;50;13;399,159;28,472;
1;137;50;11;218,224;11,499;
1;138;50;16;379,300;24,642;
1;139;50;10;375,014;25,275;
1;140;50;13;260,889;10,393;
1;141;50;16;251,674;41,779;
1;142;50;13;286,660;12,433;
1;143;50;13;291,091;25,160;
1;144;50;11;210,866;20,844;
1;145;50;13;350,753;39,575;
1;146;50;12;248,452;29,126;
1;147;50;11;249,868;51,754;
1;148;50;11;396,461;39,837;
1;149;50;13;370,914;51,198;
1;150;50;11;219,858;576,473;
1;151;50;10;328,573;554,461;
1;152;50;11;227,078;579,332;
1;153;50;11;204,879;580,098;
1;154;50;13;386,429;569,262;
1;155;50;13;322,612;570,583;
1;156;50;11;300,975;549,039;
1;157;50;13;319,748;588,492;
1;158;50;14;368,305;573,791;
1;159;50;13;299,389;555,270;
1;160;50;16;358,374;557,934;
1;161;50;13;354,677;584,538;
1;162;50;13;381,723;553,606;
1;163;50;13;377,883;569,899;
