Frame;ID;Fluid Velocity;Agent Velocity;Qtd of Particles;Agent Mass in kg 
14;69;float3(0f, 0f, 0f);float3(-0.03228985f, 0f, 0.01218898f);0;65
14;70;float3(0f, 0f, 0f);float3(-0.038795f, 0f, 0.01205565f);0;65
14;71;float3(0f, 0f, 0f);float3(-0.03365533f, 0f, 0.004838116f);0;65
14;72;float3(0f, 0f, 0f);float3(0.03900452f, 0f, 0.01135947f);0;65
14;73;float3(0f, 0f, 0f);float3(0.02689045f, 0f, 0.01565172f);0;65
14;74;float3(0f, 0f, 0f);float3(0.03064132f, 0f, 0.01701172f);0;65
14;75;float3(0f, 0f, 0f);float3(0.03429987f, 0f, 0.01956178f);0;65
14;76;float3(0f, 0f, 0f);float3(0.02798102f, 0f, 0.02828174f);0;65
14;77;float3(0f, 0f, 0f);float3(0.01241582f, 0f, 0.03478488f);0;65
14;78;float3(0f, 0f, 0f);float3(0.02659098f, 0f, 0.02383878f);0;65
14;79;float3(0f, 0f, 0f);float3(0.0178336f, 0f, 0.03650142f);0;65
14;80;float3(0f, 0f, 0f);float3(0.005110521f, 0f, 0.04030227f);0;65
14;81;float3(0f, 0f, 0f);float3(0.005022315f, 0f, 0.04031336f);0;65
14;82;float3(0f, 0f, 0f);float3(-0.002202011f, 0f, 0.03106507f);0;65
14;83;float3(0f, 0f, 0f);float3(0.002816447f, 0f, 0.0397645f);0;65
14;84;float3(0f, 0f, 0f);float3(-0.002401903f, 0f, 0.04055393f);0;65
14;85;float3(0f, 0f, 0f);float3(3.604176E-05f, 0f, 0.04062498f);0;65
14;86;float3(0f, 0f, 0f);float3(-0.01971764f, 0f, 0.03456434f);0;65
14;87;float3(0f, 0f, 0f);float3(-0.01316616f, 0f, 0.03199554f);0;65
14;88;float3(0f, 0f, 0f);float3(-0.01685953f, 0f, 0.03696142f);0;65
14;89;float3(0f, 0f, 0f);float3(-0.02039069f, 0f, 0.03513702f);0;65
14;90;float3(0f, 0f, 0f);float3(-0.02375398f, 0f, 0.03295663f);0;65
14;91;float3(0f, 0f, 0f);float3(-0.02499679f, 0f, 0.03202422f);0;65
14;92;float3(0f, 0f, 0f);float3(-0.03276188f, 0f, 0.02402186f);0;65
14;93;float3(0f, 0f, 0f);float3(0.03428195f, 0f, 0.02179767f);0;65
14;94;float3(0f, 0f, 0f);float3(0.01764379f, 0f, 0.03659354f);0;65
14;95;float3(0f, 0f, 0f);float3(0.0226967f, 0f, 0.03369348f);0;65
14;96;float3(0f, 0f, 0f);float3(0.02428231f, 0f, 0.03256931f);0;65
14;97;float3(0f, 0f, 0f);float3(0.01478838f, 0f, 0.03440111f);0;65
14;98;float3(0f, 0f, 0f);float3(0.01449247f, 0f, 0.03795206f);0;65
14;99;float3(0f, 0f, 0f);float3(0.004672358f, 0f, 0.04035542f);0;65
15;0;float3(0f, 0f, 0f);float3(0.03927459f, 0f, -0.01038737f);0;65
15;1;float3(0f, 0f, 0f);float3(0.03942735f, 0f, -0.009791561f);0;65
15;2;float3(0f, 0f, 0f);float3(0.03737574f, 0f, -0.00762873f);0;65
15;3;float3(0f, 0f, 0f);float3(0.04061769f, 0f, 0.0007704407f);0;65
15;4;float3(0f, 0f, 0f);float3(0.04036286f, 0f, -0.00460761f);0;65
15;5;float3(0f, 0f, 0f);float3(0.04060807f, 0f, 0.001172503f);0;65
15;6;float3(0f, 0f, 0f);float3(0.03757807f, 0f, 0.00363751f);0;65
15;7;float3(0f, 0f, 0f);float3(0.04047065f, 0f, 0.003537935f);0;65
15;8;float3(0f, 0f, 0f);float3(0.04058095f, 0f, -0.001891302f);0;65
15;9;float3(0f, 0f, 0f);float3(0.04062475f, 0f, -0.000142345f);0;65
15;10;float3(0f, 0f, 0f);float3(0.04062287f, 0f, 0.0004158013f);0;65
15;11;float3(0f, 0f, 0f);float3(0.04057686f, 0f, -0.001977096f);0;65
15;12;float3(0f, 0f, 0f);float3(0.04057283f, 0f, 0.002058274f);0;65
15;13;float3(0f, 0f, 0f);float3(0.03771055f, 0f, 0.002528024f);0;65
15;14;float3(0f, 0f, 0f);float3(0.04062015f, 0f, 0.0006274444f);0;65
15;15;float3(0f, 0f, 0f);float3(0.04047166f, 0f, 0.003526319f);0;65
15;16;float3(0f, 0f, 0f);float3(0.04057617f, 0f, 0.001991203f);0;65
15;17;float3(0f, 0f, 0f);float3(0.04060926f, 0f, -0.001130914f);0;65
15;18;float3(0f, 0f, 0f);float3(0.04061437f, 0f, 0.0009290582f);0;65
15;19;float3(0f, 0f, 0f);float3(0.04038496f, 0f, -0.004409716f);0;65
15;20;float3(0f, 0f, 0f);float3(0.04054281f, 0f, 0.002582785f);0;65
15;21;float3(0f, 0f, 0f);float3(0.04035391f, 0f, 0.004685361f);0;65
15;22;float3(0f, 0f, 0f);float3(0.03998901f, 0f, -0.007160272f);0;65
15;23;float3(0f, 0f, 0f);float3(0.04059573f, 0f, 0.001541819f);0;65
15;24;float3(0f, 0f, 0f);float3(0.04062216f, 0f, 0.0004801469f);0;65
15;25;float3(0f, 0f, 0f);float3(0.04061214f, 0f, 0.001022005f);0;65
15;26;float3(0f, 0f, 0f);float3(0.03151992f, 0f, -0.0005478197f);0;65
15;27;float3(0f, 0f, 0f);float3(0.04062361f, 0f, 0.0003358478f);0;65
15;28;float3(0f, 0f, 0f);float3(0.03895867f, 0f, -0.004543406f);0;65
15;29;float3(0f, 0f, 0f);float3(0.04062068f, 0f, -0.0005920698f);0;65
15;30;float3(0f, 0f, 0f);float3(0.04061525f, 0f, -0.0008897525f);0;65
15;31;float3(0f, 0f, 0f);float3(0.0404917f, 0f, 0.003288309f);0;65
15;32;float3(0f, 0f, 0f);float3(0.04023218f, 0f, -0.005635772f);0;65
15;33;float3(0f, 0f, 0f);float3(0.04061666f, 0f, 0.0008231687f);0;65
15;34;float3(0f, 0f, 0f);float3(0.04061967f, 0f, -0.0006581544f);0;65
15;35;float3(0f, 0f, 0f);float3(0.03893077f, 0f, -0.005321785f);0;65
15;36;float3(0f, 0f, 0f);float3(0.04053818f, 0f, -0.002654454f);0;65
15;37;float3(0f, 0f, 0f);float3(0.04050499f, 0f, 0.003120286f);0;65
15;38;float3(0f, 0f, 0f);float3(0.04059495f, 0f, 0.001562294f);0;65
15;39;float3(0f, 0f, 0f);float3(0.04014786f, 0f, -0.006208065f);0;65
15;40;float3(0f, 0f, 0f);float3(0.04051461f, 0f, 0.002992787f);0;65
15;41;float3(0f, 0f, 0f);float3(0.04062494f, 0f, -6.794849E-05f);0;65
15;42;float3(0f, 0f, 0f);float3(0.04050111f, 0f, -0.003170261f);0;65
15;43;float3(0f, 0f, 0f);float3(0.04037119f, 0f, 0.004534012f);0;65
15;44;float3(0f, 0f, 0f);float3(0.04061612f, 0f, -0.0008489473f);0;65
15;45;float3(0f, 0f, 0f);float3(0.04043884f, 0f, -0.003884653f);0;65
15;46;float3(0f, 0f, 0f);float3(0.04047571f, 0f, -0.003479616f);0;65
15;47;float3(0f, 0f, 0f);float3(0.04056716f, 0f, 0.002167028f);0;65
15;48;float3(0f, 0f, 0f);float3(0.04027786f, 0f, 0.005299516f);0;65
15;49;float3(0f, 0f, 0f);float3(0.04054514f, 0f, 0.002546081f);0;65
15;50;float3(0f, 0f, 0f);float3(0.03823528f, 0f, 0.01371884f);0;65
15;51;float3(0f, 0f, 0f);float3(0.04059039f, 0f, 0.001676478f);0;65
15;52;float3(0f, 0f, 0f);float3(0.03640201f, 0f, 0.01428952f);0;65
15;53;float3(0f, 0f, 0f);float3(0.03645113f, 0f, 0.01019093f);0;65
15;54;float3(0f, 0f, 0f);float3(0.03669048f, 0f, 0.01091937f);0;65
15;55;float3(0f, 0f, 0f);float3(0.0336921f, 0f, 0.01529543f);0;65
15;56;float3(0f, 0f, 0f);float3(0.02985391f, 0f, 0.01743321f);0;65
15;57;float3(0f, 0f, 0f);float3(0.005860127f, 0f, 0.01824365f);0;65
15;58;float3(0f, 0f, 0f);float3(0.01091736f, 0f, 0.02129973f);0;65
15;59;float3(0f, 0f, 0f);float3(0.028009f, 0f, 0.01980606f);0;65
15;60;float3(0f, 0f, 0f);float3(0.0008992558f, 0f, 0.02458869f);0;65
15;61;float3(0f, 0f, 0f);float3(0.01742593f, 0f, 0.02158384f);0;65
15;62;float3(0f, 0f, 0f);float3(-0.0104252f, 0f, 0.02822568f);0;65
15;63;float3(0f, 0f, 0f);float3(-0.0118249f, 0f, 0.02482617f);0;65
15;64;float3(0f, 0f, 0f);float3(-0.01337858f, 0f, 0.02596111f);0;65
15;65;float3(0f, 0f, 0f);float3(-0.01992147f, 0f, 0.02400628f);0;65
15;66;float3(0f, 0f, 0f);float3(-0.009504247f, 0f, 0.0207049f);0;65
15;67;float3(0f, 0f, 0f);float3(-0.02473045f, 0f, 0.01756909f);0;65
15;68;float3(0f, 0f, 0f);float3(-0.03517622f, 0f, 0.01666241f);0;65
15;69;float3(0f, 0f, 0f);float3(-0.03059639f, 0f, 0.01431533f);0;65
15;70;float3(0f, 0f, 0f);float3(-0.03744063f, 0f, 0.01576673f);0;65
15;71;float3(0f, 0f, 0f);float3(-0.02953043f, 0f, 0.007045557f);0;65
15;72;float3(0f, 0f, 0f);float3(0.03869015f, 0f, 0.01238801f);0;65
15;73;float3(0f, 0f, 0f);float3(0.03435806f, 0f, 0.01629587f);0;65
15;74;float3(0f, 0f, 0f);float3(0.02321122f, 0f, 0.02239812f);0;65
15;75;float3(0f, 0f, 0f);float3(0.03244521f, 0f, 0.01879441f);0;65
15;76;float3(0f, 0f, 0f);float3(0.0260609f, 0f, 0.03085417f);0;65
15;77;float3(0f, 0f, 0f);float3(0.01196707f, 0f, 0.03149911f);0;65
15;78;float3(0f, 0f, 0f);float3(0.02772166f, 0f, 0.02095673f);0;65
15;79;float3(0f, 0f, 0f);float3(0.01937873f, 0f, 0.03570511f);0;65
15;80;float3(0f, 0f, 0f);float3(0.008752427f, 0f, 0.03967097f);0;65
15;81;float3(0f, 0f, 0f);float3(0.004085913f, 0f, 0.040419f);0;65
15;82;float3(0f, 0f, 0f);float3(-0.001933741f, 0f, 0.02885861f);0;65
15;83;float3(0f, 0f, 0f);float3(0.004530966f, 0f, 0.03803539f);0;65
15;84;float3(0f, 0f, 0f);float3(-0.00283505f, 0f, 0.03910184f);0;65
15;85;float3(0f, 0f, 0f);float3(-0.002567449f, 0f, 0.04054379f);0;65
15;86;float3(0f, 0f, 0f);float3(-0.0186829f, 0f, 0.033071f);0;65
15;87;float3(0f, 0f, 0f);float3(-0.01221764f, 0f, 0.02933248f);0;65
15;88;float3(0f, 0f, 0f);float3(-0.01778281f, 0f, 0.03652618f);0;65
15;89;float3(0f, 0f, 0f);float3(-0.01894442f, 0f, 0.03593744f);0;65
15;90;float3(0f, 0f, 0f);float3(-0.02363927f, 0f, 0.033039f);0;65
15;91;float3(0f, 0f, 0f);float3(-0.02525139f, 0f, 0.03182385f);0;65
15;92;float3(0f, 0f, 0f);float3(-0.0327309f, 0f, 0.02406405f);0;65
15;93;float3(0f, 0f, 0f);float3(0.03300135f, 0f, 0.0236918f);0;65
15;94;float3(0f, 0f, 0f);float3(0.01859476f, 0f, 0.0361196f);0;65
15;95;float3(0f, 0f, 0f);float3(0.0227455f, 0f, 0.03366055f);0;65
15;96;float3(0f, 0f, 0f);float3(0.02440983f, 0f, 0.03247384f);0;65
15;97;float3(0f, 0f, 0f);float3(0.01115976f, 0f, 0.03458863f);0;65
15;98;float3(0f, 0f, 0f);float3(0.01489394f, 0f, 0.03779631f);0;65
15;99;float3(0f, 0f, 0f);float3(0.005959865f, 0f, 0.04018546f);0;65
16;0;float3(0f, 0f, 0f);float3(0.03956532f, 0f, -0.009218231f);0;65
16;1;float3(0f, 0f, 0f);float3(0.03900516f, 0f, -0.01135728f);0;65
16;2;float3(0f, 0f, 0f);float3(0.03665117f, 0f, -0.008135416f);0;65
16;3;float3(0f, 0f, 0f);float3(0.04061204f, 0f, 0.001025832f);0;65
16;4;float3(0f, 0f, 0f);float3(0.04035416f, 0f, -0.004683186f);0;65
16;5;float3(0f, 0f, 0f);float3(0.04060008f, 0f, 0.001422588f);0;65
16;6;float3(0f, 0f, 0f);float3(0.03489079f, 0f, 0.002962217f);0;65
16;7;float3(0f, 0f, 0f);float3(0.04041032f, 0f, 0.00417089f);0;65
16;8;float3(0f, 0f, 0f);float3(0.04057059f, 0f, -0.002101794f);0;65
16;9;float3(0f, 0f, 0f);float3(0.04062418f, 0f, -0.0002580235f);0;65
16;10;float3(0f, 0f, 0f);float3(0.04059907f, 0f, -0.001451027f);0;65
16;11;float3(0f, 0f, 0f);float3(0.04062039f, 0f, 0.0006119148f);0;65
16;12;float3(0f, 0f, 0f);float3(0.04061969f, 0f, 0.0006568255f);0;65
16;13;float3(0f, 0f, 0f);float3(0.03792574f, 0f, -9.27143E-05f);0;65
16;14;float3(0f, 0f, 0f);float3(0.04061526f, 0f, 0.0008896564f);0;65
16;15;float3(0f, 0f, 0f);float3(0.04046015f, 0f, 0.003656017f);0;65
16;16;float3(0f, 0f, 0f);float3(0.04056442f, 0f, -0.00221784f);0;65
16;17;float3(0f, 0f, 0f);float3(0.04060409f, 0f, -0.001303177f);0;65
16;18;float3(0f, 0f, 0f);float3(0.04062499f, 0f, 2.58807E-05f);0;65
16;19;float3(0f, 0f, 0f);float3(0.04039647f, 0f, -0.004302976f);0;65
16;20;float3(0f, 0f, 0f);float3(0.04055849f, 0f, 0.00232366f);0;65
16;21;float3(0f, 0f, 0f);float3(0.04058817f, 0f, 0.00172946f);0;65
16;22;float3(0f, 0f, 0f);float3(0.03989089f, 0f, -0.007688109f);0;65
16;23;float3(0f, 0f, 0f);float3(0.04052336f, 0f, 0.002871978f);0;65
16;24;float3(0f, 0f, 0f);float3(0.04062441f, 0f, -0.0002183103f);0;65
16;25;float3(0f, 0f, 0f);float3(0.04044651f, 0f, -0.003803999f);0;65
16;26;float3(0f, 0f, 0f);float3(0.0305406f, 0f, -0.0003836108f);0;65
16;27;float3(0f, 0f, 0f);float3(0.04062418f, 0f, 0.0002582731f);0;65
16;28;float3(0f, 0f, 0f);float3(0.03604576f, 0f, -0.004171882f);0;65
16;29;float3(0f, 0f, 0f);float3(0.0405442f, 0f, -0.002560877f);0;65
16;30;float3(0f, 0f, 0f);float3(0.04062055f, 0f, -0.0006013907f);0;65
16;31;float3(0f, 0f, 0f);float3(0.04054559f, 0f, 0.002538847f);0;65
16;32;float3(0f, 0f, 0f);float3(0.03980766f, 0f, -0.008108051f);0;65
16;33;float3(0f, 0f, 0f);float3(0.04049825f, 0f, 0.003206665f);0;65
16;34;float3(0f, 0f, 0f);float3(0.04061539f, 0f, -0.0008834343f);0;65
16;35;float3(0f, 0f, 0f);float3(0.04015052f, 0f, -0.006190812f);0;65
16;36;float3(0f, 0f, 0f);float3(0.04053297f, 0f, -0.002733008f);0;65
16;37;float3(0f, 0f, 0f);float3(0.0405459f, 0f, 0.002533851f);0;65
16;38;float3(0f, 0f, 0f);float3(0.04055201f, 0f, 0.002434202f);0;65
16;39;float3(0f, 0f, 0f);float3(0.04048106f, 0f, -0.003416779f);0;65
16;40;float3(0f, 0f, 0f);float3(0.04049025f, 0f, 0.003306058f);0;65
16;41;float3(0f, 0f, 0f);float3(0.04052914f, 0f, -0.002789153f);0;65
16;42;float3(0f, 0f, 0f);float3(0.04052199f, 0f, -0.002891113f);0;65
16;43;float3(0f, 0f, 0f);float3(0.0403779f, 0f, 0.004473817f);0;65
16;44;float3(0f, 0f, 0f);float3(0.04060398f, 0f, -0.001306632f);0;65
16;45;float3(0f, 0f, 0f);float3(0.04039159f, 0f, -0.004348566f);0;65
16;46;float3(0f, 0f, 0f);float3(0.04061117f, 0f, -0.001059718f);0;65
16;47;float3(0f, 0f, 0f);float3(0.04053403f, 0f, 0.002717165f);0;65
16;48;float3(0f, 0f, 0f);float3(0.0401289f, 0f, 0.006329448f);0;65
16;49;float3(0f, 0f, 0f);float3(0.04057736f, 0f, 0.001966883f);0;65
16;50;float3(0f, 0f, 0f);float3(0.03934509f, 0f, 0.01011702f);0;65
16;51;float3(0f, 0f, 0f);float3(0.04036576f, 0f, 0.004582197f);0;65
16;52;float3(0f, 0f, 0f);float3(0.03758245f, 0f, 0.009306653f);0;65
16;53;float3(0f, 0f, 0f);float3(0.03675884f, 0f, 0.01164764f);0;65
16;54;float3(0f, 0f, 0f);float3(0.03839827f, 0f, 0.01213062f);0;65
16;55;float3(0f, 0f, 0f);float3(0.03881172f, 0f, 0.01200171f);0;65
16;56;float3(0f, 0f, 0f);float3(0.02920897f, 0f, 0.01735414f);0;65
16;57;float3(0f, 0f, 0f);float3(0.005706935f, 0f, 0.0168872f);0;65
16;58;float3(0f, 0f, 0f);float3(0.01161868f, 0f, 0.02324322f);0;65
16;59;float3(0f, 0f, 0f);float3(0.02573271f, 0f, 0.01821674f);0;65
16;60;float3(0f, 0f, 0f);float3(0.001044158f, 0f, 0.02247363f);0;65
16;61;float3(0f, 0f, 0f);float3(0.02136097f, 0f, 0.02445517f);0;65
16;62;float3(0f, 0f, 0f);float3(-0.01083027f, 0f, 0.02844416f);0;65
16;63;float3(0f, 0f, 0f);float3(-0.007318642f, 0f, 0.03004637f);0;65
16;64;float3(0f, 0f, 0f);float3(-0.01483974f, 0f, 0.0272253f);0;65
16;65;float3(0f, 0f, 0f);float3(-0.01846561f, 0f, 0.02250002f);0;65
16;66;float3(0f, 0f, 0f);float3(-0.01221646f, 0f, 0.02169015f);0;65
16;67;float3(0f, 0f, 0f);float3(-0.02511949f, 0f, 0.02197893f);0;65
16;68;float3(0f, 0f, 0f);float3(-0.0365125f, 0f, 0.0178109f);0;65
16;69;float3(0f, 0f, 0f);float3(-0.03165532f, 0f, 0.01491849f);0;65
16;70;float3(0f, 0f, 0f);float3(-0.03806598f, 0f, 0.01419054f);0;65
16;71;float3(0f, 0f, 0f);float3(-0.02762783f, 0f, 0.006493705f);0;65
16;72;float3(0f, 0f, 0f);float3(0.03923422f, 0f, 0.01053879f);0;65
16;73;float3(0f, 0f, 0f);float3(0.03529988f, 0f, 0.01495361f);0;65
16;74;float3(0f, 0f, 0f);float3(0.02815635f, 0f, 0.02625088f);0;65
16;75;float3(0f, 0f, 0f);float3(0.03071917f, 0f, 0.02017542f);0;65
16;76;float3(0f, 0f, 0f);float3(0.02852696f, 0f, 0.02817772f);0;65
16;77;float3(0f, 0f, 0f);float3(0.01007228f, 0f, 0.03041812f);0;65
16;78;float3(0f, 0f, 0f);float3(0.02281987f, 0f, 0.02113226f);0;65
16;79;float3(0f, 0f, 0f);float3(0.01572111f, 0f, 0.03510871f);0;65
16;80;float3(0f, 0f, 0f);float3(0.01153545f, 0f, 0.03895284f);0;65
16;81;float3(0f, 0f, 0f);float3(0.006353898f, 0f, 0.04012504f);0;65
16;82;float3(0f, 0f, 0f);float3(-0.002079292f, 0f, 0.02817534f);0;65
16;83;float3(0f, 0f, 0f);float3(0.006608287f, 0f, 0.03662188f);0;65
16;84;float3(0f, 0f, 0f);float3(-0.002678386f, 0f, 0.0405349f);0;65
16;85;float3(0f, 0f, 0f);float3(-0.004858261f, 0f, 0.04033346f);0;65
16;86;float3(0f, 0f, 0f);float3(-0.01642598f, 0f, 0.03281847f);0;65
16;87;float3(0f, 0f, 0f);float3(-0.01107525f, 0f, 0.03098129f);0;65
16;88;float3(0f, 0f, 0f);float3(-0.0143346f, 0f, 0.03801197f);0;65
16;89;float3(0f, 0f, 0f);float3(-0.01933258f, 0f, 0.03573013f);0;65
16;90;float3(0f, 0f, 0f);float3(-0.02208841f, 0f, 0.03409535f);0;65
16;91;float3(0f, 0f, 0f);float3(-0.02054909f, 0f, 0.03504463f);0;65
16;92;float3(0f, 0f, 0f);float3(-0.03200337f, 0f, 0.02502348f);0;65
16;93;float3(0f, 0f, 0f);float3(0.03427564f, 0f, 0.02180759f);0;65
16;94;float3(0f, 0f, 0f);float3(0.01455716f, 0f, 0.03792729f);0;65
16;95;float3(0f, 0f, 0f);float3(0.02228174f, 0f, 0.03396932f);0;65
16;96;float3(0f, 0f, 0f);float3(0.02096077f, 0f, 0.03479995f);0;65
16;97;float3(0f, 0f, 0f);float3(0.009667309f, 0f, 0.0367008f);0;65
16;98;float3(0f, 0f, 0f);float3(0.01697681f, 0f, 0.0369077f);0;65
16;99;float3(0f, 0f, 0f);float3(0.005946882f, 0f, 0.04018737f);0;65
17;0;float3(0f, 0f, 0f);float3(0.03963815f, 0f, -0.008899863f);0;65
17;1;float3(0f, 0f, 0f);float3(0.03918604f, 0f, -0.01071657f);0;65
17;2;float3(0f, 0f, 0f);float3(0.03441387f, 0f, -0.006656742f);0;65
17;3;float3(0f, 0f, 0f);float3(0.04062078f, 0f, 0.0005855802f);0;65
17;4;float3(0f, 0f, 0f);float3(0.04054486f, 0f, -0.002550566f);0;65
17;5;float3(0f, 0f, 0f);float3(0.04059772f, 0f, 0.001488398f);0;65
17;6;float3(0f, 0f, 0f);float3(0.03790595f, 0f, 0.002431256f);0;65
17;7;float3(0f, 0f, 0f);float3(0.03847182f, 0f, 0.007153285f);0;65
17;8;float3(0f, 0f, 0f);float3(0.04054993f, 0f, -0.00246851f);0;65
17;9;float3(0f, 0f, 0f);float3(0.04060963f, 0f, -0.001117144f);0;65
17;10;float3(0f, 0f, 0f);float3(0.04062392f, 0f, 0.0002957718f);0;65
17;11;float3(0f, 0f, 0f);float3(0.04061618f, 0f, 0.0008463156f);0;65
17;12;float3(0f, 0f, 0f);float3(0.04055007f, 0f, 0.0024663f);0;65
17;13;float3(0f, 0f, 0f);float3(0.03851847f, 0f, -0.0001002562f);0;65
17;14;float3(0f, 0f, 0f);float3(0.04061924f, 0f, 0.0006838763f);0;65
17;15;float3(0f, 0f, 0f);float3(0.04036399f, 0f, 0.004597738f);0;65
17;16;float3(0f, 0f, 0f);float3(0.0404296f, 0f, -0.003979743f);0;65
17;17;float3(0f, 0f, 0f);float3(0.0406025f, 0f, -0.00135203f);0;65
17;18;float3(0f, 0f, 0f);float3(0.04062461f, 0f, -0.0001782062f);0;65
17;19;float3(0f, 0f, 0f);float3(0.04022606f, 0f, -0.005679308f);0;65
17;20;float3(0f, 0f, 0f);float3(0.04056988f, 0f, 0.002115668f);0;65
17;21;float3(0f, 0f, 0f);float3(0.04058f, 0f, 0.001911542f);0;65
17;22;float3(0f, 0f, 0f);float3(0.03993685f, 0f, -0.007445735f);0;65
17;23;float3(0f, 0f, 0f);float3(0.04053674f, 0f, 0.002676397f);0;65
17;24;float3(0f, 0f, 0f);float3(0.04062253f, 0f, -0.0004474014f);0;65
17;25;float3(0f, 0f, 0f);float3(0.04024933f, 0f, -0.005511961f);0;65
17;26;float3(0f, 0f, 0f);float3(0.02946524f, 0f, -0.0002309479f);0;65
17;27;float3(0f, 0f, 0f);float3(0.04062467f, 0f, 0.0001634626f);0;65
17;28;float3(0f, 0f, 0f);float3(0.03340875f, 0f, -0.003764201f);0;65
17;29;float3(0f, 0f, 0f);float3(0.04061507f, 0f, -0.0008979299f);0;65
17;30;float3(0f, 0f, 0f);float3(0.04062436f, 0f, -0.000227731f);0;65
17;31;float3(0f, 0f, 0f);float3(0.04054851f, 0f, 0.002491731f);0;65
17;32;float3(0f, 0f, 0f);float3(0.03979104f, 0f, -0.008189235f);0;65
17;33;float3(0f, 0f, 0f);float3(0.04047286f, 0f, 0.003512582f);0;65
17;34;float3(0f, 0f, 0f);float3(0.0406101f, 0f, -0.001099994f);0;65
17;35;float3(0f, 0f, 0f);float3(0.03901651f, 0f, -0.006094526f);0;65
17;36;float3(0f, 0f, 0f);float3(0.04049464f, 0f, -0.003251863f);0;65
17;37;float3(0f, 0f, 0f);float3(0.04054569f, 0f, 0.002537249f);0;65
17;38;float3(0f, 0f, 0f);float3(0.04054789f, 0f, 0.00250187f);0;65
17;39;float3(0f, 0f, 0f);float3(0.04038674f, 0f, -0.004393396f);0;65
17;40;float3(0f, 0f, 0f);float3(0.04048583f, 0f, 0.003359863f);0;65
17;41;float3(0f, 0f, 0f);float3(0.04051042f, 0f, -0.003048966f);0;65
17;42;float3(0f, 0f, 0f);float3(0.04023952f, 0f, -0.002614886f);0;65
17;43;float3(0f, 0f, 0f);float3(0.04011393f, 0f, 0.006423615f);0;65
17;44;float3(0f, 0f, 0f);float3(0.04062482f, 0f, -0.0001216048f);0;65
17;45;float3(0f, 0f, 0f);float3(0.04038179f, 0f, -0.00443865f);0;65
17;46;float3(0f, 0f, 0f);float3(0.04060155f, 0f, -0.001380075f);0;65
17;47;float3(0f, 0f, 0f);float3(0.04053691f, 0f, 0.002673936f);0;65
17;48;float3(0f, 0f, 0f);float3(0.04017987f, 0f, 0.005997366f);0;65
17;49;float3(0f, 0f, 0f);float3(0.04037208f, 0f, 0.004526146f);0;65
17;50;float3(0f, 0f, 0f);float3(0.03817697f, 0f, 0.01193179f);0;65
17;51;float3(0f, 0f, 0f);float3(0.04062018f, 0f, 0.0006256952f);0;65
17;52;float3(0f, 0f, 0f);float3(0.03518965f, 0f, 0.008807284f);0;65
17;53;float3(0f, 0f, 0f);float3(0.0362007f, 0f, 0.009605927f);0;65
17;54;float3(0f, 0f, 0f);float3(0.0372599f, 0f, 0.01463625f);0;65
17;55;float3(0f, 0f, 0f);float3(0.03877987f, 0f, 0.01210422f);0;65
17;56;float3(0f, 0f, 0f);float3(0.03132247f, 0f, 0.02167826f);0;65
17;57;float3(0f, 0f, 0f);float3(0.005342525f, 0f, 0.01543988f);0;65
17;58;float3(0f, 0f, 0f);float3(0.007982231f, 0f, 0.02368048f);0;65
17;59;float3(0f, 0f, 0f);float3(0.02922916f, 0f, 0.01757391f);0;65
17;60;float3(0f, 0f, 0f);float3(0.003739456f, 0f, 0.02382048f);0;65
17;61;float3(0f, 0f, 0f);float3(0.02223016f, 0f, 0.02251427f);0;65
17;62;float3(0f, 0f, 0f);float3(-0.009976545f, 0f, 0.02612391f);0;65
17;63;float3(0f, 0f, 0f);float3(-0.007894649f, 0f, 0.03307395f);0;65
17;64;float3(0f, 0f, 0f);float3(-0.01187072f, 0f, 0.02936828f);0;65
17;65;float3(0f, 0f, 0f);float3(-0.01682485f, 0f, 0.02076784f);0;65
17;66;float3(0f, 0f, 0f);float3(-0.01165862f, 0f, 0.01969995f);0;65
17;67;float3(0f, 0f, 0f);float3(-0.0263343f, 0f, 0.02057589f);0;65
17;68;float3(0f, 0f, 0f);float3(-0.03260563f, 0f, 0.01913827f);0;65
17;69;float3(0f, 0f, 0f);float3(-0.02879762f, 0f, 0.0166794f);0;65
17;70;float3(0f, 0f, 0f);float3(-0.03746947f, 0f, 0.01569808f);0;65
17;71;float3(0f, 0f, 0f);float3(-0.02963136f, 0f, 0.006338421f);0;65
17;72;float3(0f, 0f, 0f);float3(0.03938226f, 0f, 0.009971354f);0;65
17;73;float3(0f, 0f, 0f);float3(0.03284362f, 0f, 0.01385851f);0;65
17;74;float3(0f, 0f, 0f);float3(0.02834166f, 0f, 0.02910569f);0;65
17;75;float3(0f, 0f, 0f);float3(0.03153517f, 0f, 0.01918042f);0;65
17;76;float3(0f, 0f, 0f);float3(0.02896678f, 0f, 0.02848361f);0;65
17;77;float3(0f, 0f, 0f);float3(0.003864917f, 0f, 0.03654245f);0;65
17;78;float3(0f, 0f, 0f);float3(0.01691166f, 0f, 0.02329298f);0;65
17;79;float3(0f, 0f, 0f);float3(0.01317772f, 0f, 0.03486958f);0;65
17;80;float3(0f, 0f, 0f);float3(0.01281507f, 0f, 0.03855081f);0;65
17;81;float3(0f, 0f, 0f);float3(0.008196341f, 0f, 0.03978958f);0;65
17;82;float3(0f, 0f, 0f);float3(-0.001923307f, 0f, 0.02624148f);0;65
